nombre_ies;codigo_ies;codigo_sede;nombre_sede;codigo_comuna;nombre_comuna;codigo_region;nombre_region;n_sedes
UNIVERSIDAD DE O'HIGGINS;895;1;SEDE RANCAGUA;06101;Rancagua;06;Libertador General Bernardo O'Higgins;2
UNIVERSIDAD DE O'HIGGINS;895;2;SEDE SAN FERNANDO;06301;San Fernando;06;Libertador General Bernardo O'Higgins;2
UNIVERSIDAD DE AYSEN;896;1;CASA CENTRAL;11101;Coyhaique;11;Aysén del General Carlos Ibáñez del Campo;1
IP AGRARIO ADOLFO MATTHEI;99;1;CASA CENTRAL (OSORNO);10301;Osorno;10;Los Lagos;1
IP INACAP;100;10;SEDE PUNTA ARENAS;12101;Punta Arenas;12;Magallanes y de la Antártica Chilena;29
IP INACAP;100;13;SEDE MAIPU;13119;Maipú;13;Metropolitana de Santiago;29
IP INACAP;100;14;SEDE ARICA;15101;Arica;15;Arica y Parinacota;29
IP INACAP;100;15;SEDE IQUIQUE;01101;Iquique;01;Tarapacá;29
IP INACAP;100;16;SEDE COPIAPO;03101;Copiapó;03;Atacama;29
IP INACAP;100;19;SEDE APOQUINDO;13114;Las Condes;13;Metropolitana de Santiago;29
IP INACAP;100;20;SEDE RENCA;13128;Renca;13;Metropolitana de Santiago;29
IP INACAP;100;21;SEDE PUERTO MONTT;10101;Puerto Montt;10;Los Lagos;29
IP INACAP;100;23;SEDE RANCAGUA;06101;Rancagua;06;Libertador General Bernardo O'Higgins;29
IP INACAP;100;24;SEDE VALPARAISO;05101;Valparaíso;05;Valparaíso;29
IP INACAP;100;26;SEDE OSORNO;10301;Osorno;10;Los Lagos;29
IP INACAP;100;28;SEDE COYHAIQUE;11101;Coyhaique;11;Aysén del General Carlos Ibáñez del Campo;29
IP INACAP;100;29;SEDE TALCA;07101;Talca;07;Maule;29
IP INACAP;100;30;SEDE LA SERENA;04101;La Serena;04;Coquimbo;29
IP INACAP;100;31;SEDE CHILLAN;16101;Chillán;16;Ñuble;29
IP INACAP;100;32;SEDE TEMUCO;09101;Temuco;09;La Araucanía;29
IP INACAP;100;33;SEDE CONCEPCION - TALCAHUANO;08110;Talcahuano;08;Biobío;29
IP INACAP;100;34;SEDE SANTIAGO CENTRO;13101;Santiago;13;Metropolitana de Santiago;29
IP INACAP;100;35;SEDE CURICO;07301;Curicó;07;Maule;29
IP INACAP;100;37;SEDE LOS ANGELES;08301;Los Angeles;08;Biobío;29
IP INACAP;100;38;SEDE SANTIAGO SUR;13118;Macul;13;Metropolitana de Santiago;29
IP INACAP;100;39;SEDE ÑUÑOA;13120;Ñuñoa;13;Metropolitana de Santiago;29
IP INACAP;100;40;SEDE PUENTE ALTO;13201;Puente Alto;13;Metropolitana de Santiago;29
IP INACAP;100;41;SEDE SAN PEDRO DE LA PAZ;08108;San Pedro de la Paz;08;Biobío;29
IP INACAP;100;42;SEDE LA GRANJA;13111;La Granja;13;Metropolitana de Santiago;29
IP INACAP;100;43;SEDE ONLINE;13132;Vitacura;13;Metropolitana de Santiago;29
IP INACAP;100;4;SEDE ANTOFAGASTA;02101;Antofagasta;02;Antofagasta;29
IP INACAP;100;5;SEDE CALAMA;02201;Calama;02;Antofagasta;29
IP INACAP;100;9;SEDE VALDIVIA;14101;Valdivia;14;Los Ríos;29
IP LIBERTADOR DE LOS ANDES;101;1;CASA CENTRAL (LOS ANDES);05301;Los Andes;05;Valparaíso;1
IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX;103;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;5
IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX;103;4;SEDE RANCAGUA;06101;Rancagua;06;Libertador General Bernardo O'Higgins;5
IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX;103;5;SEDE CONCEPCION;08101;Concepción;08;Biobío;5
IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX;103;6;SEDE TEMUCO;09101;Temuco;09;La Araucanía;5
IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX;103;8;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;5
IP ESCUELA DE CONTADORES AUDITORES DE SANTIAGO;104;1;CASA CENTRAL (SANTIAGO);13123;Providencia;13;Metropolitana de Santiago;1
IP PROVIDENCIA;106;3;CASA CENTRAL (SANTIAGO VICUÑA MACKENNA 3030);13118;Macul;13;Metropolitana de Santiago;3
IP PROVIDENCIA;106;5;SEDE CONCEPCION;08101;Concepción;08;Biobío;3
IP PROVIDENCIA;106;6;SEDE VICUÑA MACKENNA (SANTIAGO VICUÑA MACKENNA 380);13123;Providencia;13;Metropolitana de Santiago;3
IP CHILENO BRITANICO DE CULTURA;108;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;1
IP DUOC UC;111;10;SEDE PLAZA OESTE;13102;Cerrillos;13;Metropolitana de Santiago;20
IP DUOC UC;111;12;SEDE PUENTE ALTO;13201;Puente Alto;13;Metropolitana de Santiago;20
IP DUOC UC;111;15;SEDE MAIPU;13119;Maipú;13;Metropolitana de Santiago;20
IP DUOC UC;111;16;SEDE SAN JOAQUIN;13129;San Joaquín;13;Metropolitana de Santiago;20
IP DUOC UC;111;20;SEDE SAN BERNARDO;13401;San Bernardo;13;Metropolitana de Santiago;20
IP DUOC UC;111;21;SEDE PLAZA NORTE;13107;Huechuraba;13;Metropolitana de Santiago;20
IP DUOC UC;111;22;SEDE PADRE ALONSO DE OVALLE;13101;Santiago;13;Metropolitana de Santiago;20
IP DUOC UC;111;23;SEDE MELIPILLA;13501;Melipilla;13;Metropolitana de Santiago;20
IP DUOC UC;111;24;CAMPUS ARAUCO;08202;Arauco;08;Biobío;20
IP DUOC UC;111;25;SEDE PUERTO MONTT;10101;Puerto Montt;10;Los Lagos;20
IP DUOC UC;111;26;CAMPUS VILLARRICA;09120;Villarrica;09;La Araucanía;20
IP DUOC UC;111;27;CASA CENTRAL;13123;Providencia;13;Metropolitana de Santiago;20
IP DUOC UC;111;28;CAMPUS NACIMIENTO;08306;Nacimiento;08;Biobío;20
IP DUOC UC;111;2;SEDE VALPARAISO;05101;Valparaíso;05;Valparaíso;20
IP DUOC UC;111;3;SEDE CONCEPCION;08101;Concepción;08;Biobío;20
IP DUOC UC;111;4;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;20
IP DUOC UC;111;5;SEDE ANTONIO VARAS;13123;Providencia;13;Metropolitana de Santiago;20
IP DUOC UC;111;6;SEDE SAN CARLOS DE APOQUINDO;13114;Las Condes;13;Metropolitana de Santiago;20
IP DUOC UC;111;7;SEDE ALAMEDA;13101;Santiago;13;Metropolitana de Santiago;20
IP DUOC UC;111;9;SEDE PLAZA VESPUCIO;13110;La Florida;13;Metropolitana de Santiago;20
IP IPG;113;10;SEDE PANGUIPULLI;14108;Panguipulli;14;Los Ríos;7
IP IPG;113;11;SEDE LA UNION;14201;La Unión;14;Los Ríos;7
IP IPG;113;12;SEDE MEJILLONES;02102;Mejillones;02;Antofagasta;7
IP IPG;113;5;SEDE ARAUCO;08202;Arauco;08;Biobío;7
IP IPG;113;6;SEDE CONCEPCION;08101;Concepción;08;Biobío;7
IP IPG;113;7;SEDE PROVIDENCIA;13123;Providencia;13;Metropolitana de Santiago;7
IP IPG;113;8;SEDE RANCAGUA;06101;Rancagua;06;Libertador General Bernardo O'Higgins;7
IP SANTO TOMAS;116;10;SEDE ANTOFAGASTA;02101;Antofagasta;02;Antofagasta;21
IP SANTO TOMAS;116;11;SEDE LA SERENA;04101;La Serena;04;Coquimbo;21
IP SANTO TOMAS;116;15;SEDE LOS ANGELES;08301;Los Angeles;08;Biobío;21
IP SANTO TOMAS;116;16;SEDE OSORNO;10301;Osorno;10;Los Lagos;21
IP SANTO TOMAS;116;17;SEDE TEMUCO;09101;Temuco;09;La Araucanía;21
IP SANTO TOMAS;116;18;SEDE OVALLE;04301;Ovalle;04;Coquimbo;21
IP SANTO TOMAS;116;19;SEDE CURICO;07301;Curicó;07;Maule;21
IP SANTO TOMAS;116;25;SEDE RANCAGUA;06101;Rancagua;06;Libertador General Bernardo O'Higgins;21
IP SANTO TOMAS;116;28;SEDE PUNTA ARENAS;12101;Punta Arenas;12;Magallanes y de la Antártica Chilena;21
IP SANTO TOMAS;116;2;SEDE IQUIQUE;01101;Iquique;01;Tarapacá;21
IP SANTO TOMAS;116;30;SEDE COPIAPO;03101;Copiapó;03;Atacama;21
IP SANTO TOMAS;116;31;SEDE SANTIAGO;13101;Santiago;13;Metropolitana de Santiago;21
IP SANTO TOMAS;116;32;SEDE VALDIVIA;14101;Valdivia;14;Los Ríos;21
IP SANTO TOMAS;116;34;SEDE CONCEPCION;08101;Concepción;08;Biobío;21
IP SANTO TOMAS;116;36;SEDE CHILLAN;16101;Chillán;16;Ñuble;21
IP SANTO TOMAS;116;39;SEDE SAN JOAQUIN;13129;San Joaquín;13;Metropolitana de Santiago;21
IP SANTO TOMAS;116;40;SEDE VIRTUAL;13129;San Joaquín;13;Metropolitana de Santiago;21
IP SANTO TOMAS;116;4;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;21
IP SANTO TOMAS;116;6;SEDE TALCA;07101;Talca;07;Maule;21
IP SANTO TOMAS;116;8;SEDE PUERTO MONTT;10101;Puerto Montt;10;Los Lagos;21
IP SANTO TOMAS;116;9;SEDE ARICA;15101;Arica;15;Arica y Parinacota;21
IP IACC;117;1;CASA CENTRAL (SANTIAGO);13123;Providencia;13;Metropolitana de Santiago;1
IP DIEGO PORTALES;120;1;CASA CENTRAL (CONCEPCION);08101;Concepción;08;Biobío;5
IP DIEGO PORTALES;120;2;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;5
IP DIEGO PORTALES;120;3;SEDE CHILLAN;16101;Chillán;16;Ñuble;5
IP DIEGO PORTALES;120;4;SEDE SANTIAGO - ÑUÑOA;13120;Ñuñoa;13;Metropolitana de Santiago;5
IP DIEGO PORTALES;120;6;SEDE SANTIAGO - EL BOSQUE;13105;El Bosque;13;Metropolitana de Santiago;5
IP DE CHILE;123;1;SEDE LA SERENA;04101;La Serena;04;Coquimbo;5
IP DE CHILE;123;2;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;5
IP DE CHILE;123;3;SEDE RANCAGUA;06101;Rancagua;06;Libertador General Bernardo O'Higgins;5
IP DE CHILE;123;4;SEDE SAN JOAQUIN;13129;San Joaquín;13;Metropolitana de Santiago;5
IP DE CHILE;123;5;SEDE TEMUCO;09101;Temuco;09;La Araucanía;5
IP ESCUELA MODERNA DE MUSICA;129;1;CASA CENTRAL (SANTIAGO);13132;Vitacura;13;Metropolitana de Santiago;2
IP ESCUELA MODERNA DE MUSICA;129;2;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;2
IP ESUCOMEX;132;2;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;3
IP ESUCOMEX;132;3;SEDE PROVIDENCIA;13123;Providencia;13;Metropolitana de Santiago;3
IP ESUCOMEX;132;4;SEDE TALCAHUANO;08110;Talcahuano;08;Biobío;3
IP EATRI;137;1;CASA CENTRAL;13123;Providencia;13;Metropolitana de Santiago;1
IP DR. VIRGINIO GOMEZ G.;139;1;SEDE LOS ANGELES;08301;Los Angeles;08;Biobío;3
IP DR. VIRGINIO GOMEZ G.;139;2;SEDE CHILLAN;16101;Chillán;16;Ñuble;3
IP DR. VIRGINIO GOMEZ G.;139;3;CASA CENTRAL (CONCEPCION);08101;Concepción;08;Biobío;3
IP AIEP;143;0;SEDE LOS ANGELES;08301;Los Angeles;08;Biobío;26
IP AIEP;143;10;SEDE CURICO;07301;Curicó;07;Maule;26
IP AIEP;143;12;SEDE PUERTO MONTT;10101;Puerto Montt;10;Los Lagos;26
IP AIEP;143;13;SEDE CONCEPCION;08101;Concepción;08;Biobío;26
IP AIEP;143;15;SEDE BARRIO UNIVERSITARIO;13101;Santiago;13;Metropolitana de Santiago;26
IP AIEP;143;17;SEDE LA SERENA;04101;La Serena;04;Coquimbo;26
IP AIEP;143;20;SEDE TEMUCO;09101;Temuco;09;La Araucanía;26
IP AIEP;143;21;SEDE SAN FELIPE;05701;San Felipe;05;Valparaíso;26
IP AIEP;143;22;SEDE TALCA;07101;Talca;07;Maule;26
IP AIEP;143;23;SEDE SAN JOAQUIN;13129;San Joaquín;13;Metropolitana de Santiago;26
IP AIEP;143;24;SEDE VALPARAISO;05101;Valparaíso;05;Valparaíso;26
IP AIEP;143;25;SEDE OSORNO;10301;Osorno;10;Los Lagos;26
IP AIEP;143;26;SEDE BELLAVISTA;13101;Santiago;13;Metropolitana de Santiago;26
IP AIEP;143;27;SEDE SANTIAGO NORTE;13104;Conchalí;13;Metropolitana de Santiago;26
IP AIEP;143;28;SEDE ONLINE;13104;Conchalí;13;Metropolitana de Santiago;26
IP AIEP;143;29;SEDE MAIPU;13119;Maipú;13;Metropolitana de Santiago;26
IP AIEP;143;2;SEDE ANTOFAGASTA;02101;Antofagasta;02;Antofagasta;26
IP AIEP;143;30;SEDE SAN BERNARDO;13401;San Bernardo;13;Metropolitana de Santiago;26
IP AIEP;143;31;SEDE SAN ANTONIO;05601;San Antonio;05;Valparaíso;26
IP AIEP;143;32;SEDE CASTRO;10201;Castro;10;Los Lagos;26
IP AIEP;143;33;SEDE CHILLAN;16101;Chillán;16;Ñuble;26
IP AIEP;143;5;SEDE CALAMA;02201;Calama;02;Antofagasta;26
IP AIEP;143;6;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;26
IP AIEP;143;7;SEDE PROVIDENCIA;13123;Providencia;13;Metropolitana de Santiago;26
IP AIEP;143;8;SEDE SAN FERNANDO;06301;San Fernando;06;Libertador General Bernardo O'Higgins;26
IP AIEP;143;9;SEDE RANCAGUA;06101;Rancagua;06;Libertador General Bernardo O'Higgins;26
IP ARCOS;144;10;SEDE V REGION;05109;Viña del Mar;05;Valparaíso;2
IP ARCOS;144;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;2
IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX;152;10;SEDE SANTIAGO;13101;Santiago;13;Metropolitana de Santiago;3
IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX;152;12;SEDE TALCA;07101;Talca;07;Maule;3
IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX;152;9;SEDE COPIAPO;03101;Copiapó;03;Atacama;3
IP LOS LEONES;155;2;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;2
IP LOS LEONES;155;3;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;2
IP SAN SEBASTIAN;162;2;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;1
IP LOS LAGOS;165;11;SEDE SAN ANTONIO;05601;San Antonio;05;Valparaíso;9
IP LOS LAGOS;165;13;SEDE SAN FERNANDO;06301;San Fernando;06;Libertador General Bernardo O'Higgins;9
IP LOS LAGOS;165;14;SEDE TALCA;07101;Talca;07;Maule;9
IP LOS LAGOS;165;16;SEDE TEMUCO;09101;Temuco;09;La Araucanía;9
IP LOS LAGOS;165;17;SEDE VALDIVIA;14101;Valdivia;14;Los Ríos;9
IP LOS LAGOS;165;18;SEDE COYHAIQUE;11101;Coyhaique;11;Aysén del General Carlos Ibáñez del Campo;9
IP LOS LAGOS;165;4;SEDE RANCAGUA;06101;Rancagua;06;Libertador General Bernardo O'Higgins;9
IP LOS LAGOS;165;5;SEDE LOS ANGELES;08301;Los Angeles;08;Biobío;9
IP LOS LAGOS;165;8;SEDE QUILLOTA;05501;Quillota;05;Valparaíso;9
IP DE CIENCIAS DE LA COMPUTACION ACUARIO DATA;170;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;1
IP ESCUELA DE COMERCIO DE SANTIAGO;171;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;1
IP DEL VALLE CENTRAL;176;10;SEDE CHILLAN;16101;Chillán;16;Ñuble;11
IP DEL VALLE CENTRAL;176;11;SEDE LOS ANGELES;08301;Los Angeles;08;Biobío;11
IP DEL VALLE CENTRAL;176;16;SEDE BUIN;13402;Buin;13;Metropolitana de Santiago;11
IP DEL VALLE CENTRAL;176;18;SEDE PUERTO MONTT;10101;Puerto Montt;10;Los Lagos;11
IP DEL VALLE CENTRAL;176;1;SEDE TALCA;07101;Talca;07;Maule;11
IP DEL VALLE CENTRAL;176;2;SEDE CONSTITUCION;07102;Constitución;07;Maule;11
IP DEL VALLE CENTRAL;176;3;SEDE LA SERENA;04101;La Serena;04;Coquimbo;11
IP DEL VALLE CENTRAL;176;6;SEDE CURICO;07301;Curicó;07;Maule;11
IP DEL VALLE CENTRAL;176;7;CASA CENTRAL (CONCEPCION);08101;Concepción;08;Biobío;11
IP DEL VALLE CENTRAL;176;8;SEDE OVALLE;04301;Ovalle;04;Coquimbo;11
IP DEL VALLE CENTRAL;176;9;SEDE SANTIAGO CENTRO;13101;Santiago;13;Metropolitana de Santiago;11
IP INSTITUTO NACIONAL DEL FUTBOL;193;2;CASA CENTRAL (SANTIAGO-PEÑALOLEN);13122;Peñalolén;13;Metropolitana de Santiago;1
IP INSTITUTO INTERNACIONAL DE ARTES CULINARIAS Y SERVICIOS;676;0;SEDE SANTIAGO;13115;Lo Barnechea;13;Metropolitana de Santiago;2
IP INSTITUTO INTERNACIONAL DE ARTES CULINARIAS Y SERVICIOS;676;2;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;2
IP PROJAZZ;693;0;CASA CENTRAL;13123;Providencia;13;Metropolitana de Santiago;1
IP ESCUELA DE CINE DE CHILE;714;2;CASA CENTRAL (MACUL-SANTIAGO);13118;Macul;13;Metropolitana de Santiago;1
IP ESCUELA DE MARINA MERCANTE PILOTO PARDO;754;1;VALPARAISO;05101;Valparaíso;05;Valparaíso;1
IP CICERON;951;1;CASA CENTRAL;05101;Valparaíso;05;Valparaíso;1
ESCUELA DE ESPECIALIDADES SARGENTO PRIMERO ADOLFO MENADIER ROJAS;671;2;ESCUELA DE ESPECIALIDADES SARGENTO PRIMERO ADOLFO MENADIER ROJAS;13101;Santiago;13;Metropolitana de Santiago;1
ESCUELA DE CARABINEROS DE CHILE DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;672;1;ESCUELA DE CARABINEROS;13101;Santiago;13;Metropolitana de Santiago;1
ESCUELA DE INVESTIGACIONES POLICIALES;673;3;ESCUELA DE INVESTIGACIONES POLICIALES;13106;Estación Central;13;Metropolitana de Santiago;1
ACADEMIA NACIONAL DE ESTUDIOS POLITICOS Y ESTRATEGICOS ANEPE;674;0;ANEPE;13101;Santiago;13;Metropolitana de Santiago;1
ESCUELA TECNICA AERONAUTICA, DIRECCION GENERAL DE AERONAUTICA CIVIL;675;1;ESCUELA TECNICA AERONAUTICA;13106;Estación Central;13;Metropolitana de Santiago;1
ESCUELA MILITAR DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;728;0;SEDE ESCUELA MILITAR;13101;Santiago;13;Metropolitana de Santiago;2
ESCUELA MILITAR DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;728;5;SEDE ESCUELA DE SUBOFICIALES;13101;Santiago;13;Metropolitana de Santiago;2
ESCUELA NAVAL ARTURO PRAT;740;6;ESCUELA NAVAL;05101;Valparaíso;05;Valparaíso;1
ESCUELA DE AVIACION CAPITAN MANUEL AVALOS PRADO;741;1;ESCUELA DE AVIACION CAPITAN MANUEL AVALOS PRADO;13105;El Bosque;13;Metropolitana de Santiago;1
CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE;214;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;2
CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE;214;20;SEDE QUILPUE;05801;Quilpué;05;Valparaíso;2
CFT DE ENAC;218;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;1
CFT CENTRO TECNOLOGICO SUPERIOR INFOMED;236;1;CASA CENTRAL (SANTIAGO);13120;Ñuñoa;13;Metropolitana de Santiago;1
CFT INSTITUTO SUPERIOR ALEMAN DE COMERCIO INSALCO;241;1;CASA CENTRAL (SANTIAGO);13132;Vitacura;13;Metropolitana de Santiago;1
CFT JUAN BOHON;257;1;CASA CENTRAL (LA SERENA);04101;La Serena;04;Coquimbo;1
CFT SANTO TOMAS;260;11;SEDE TEMUCO;09101;Temuco;09;La Araucanía;23
CFT SANTO TOMAS;260;12;SEDE VALDIVIA;14101;Valdivia;14;Los Ríos;23
CFT SANTO TOMAS;260;1;SEDE ARICA;15101;Arica;15;Arica y Parinacota;23
CFT SANTO TOMAS;260;21;SEDE SANTIAGO;13101;Santiago;13;Metropolitana de Santiago;23
CFT SANTO TOMAS;260;22;SEDE LA SERENA;04101;La Serena;04;Coquimbo;23
CFT SANTO TOMAS;260;25;SEDE TALCA;07101;Talca;07;Maule;23
CFT SANTO TOMAS;260;2;SEDE IQUIQUE;01101;Iquique;01;Tarapacá;23
CFT SANTO TOMAS;260;34;SEDE LOS ANGELES;08301;Los Angeles;08;Biobío;23
CFT SANTO TOMAS;260;35;SEDE OSORNO;10301;Osorno;10;Los Lagos;23
CFT SANTO TOMAS;260;37;SEDE PUERTO MONTT;10101;Puerto Montt;10;Los Lagos;23
CFT SANTO TOMAS;260;38;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;23
CFT SANTO TOMAS;260;3;SEDE ANTOFAGASTA;02101;Antofagasta;02;Antofagasta;23
CFT SANTO TOMAS;260;41;SEDE RANCAGUA;06101;Rancagua;06;Libertador General Bernardo O'Higgins;23
CFT SANTO TOMAS;260;42;SEDE CHILLAN;16101;Chillán;16;Ñuble;23
CFT SANTO TOMAS;260;43;SEDE COPIAPO;03101;Copiapó;03;Atacama;23
CFT SANTO TOMAS;260;44;SEDE PUNTA ARENAS;12101;Punta Arenas;12;Magallanes y de la Antártica Chilena;23
CFT SANTO TOMAS;260;45;SEDE CONCEPCION;08101;Concepción;08;Biobío;23
CFT SANTO TOMAS;260;47;SEDE PUENTE ALTO;13201;Puente Alto;13;Metropolitana de Santiago;23
CFT SANTO TOMAS;260;49;SEDE ESTACION CENTRAL;13106;Estación Central;13;Metropolitana de Santiago;23
CFT SANTO TOMAS;260;50;SEDE SAN JOAQUIN;13129;San Joaquín;13;Metropolitana de Santiago;23
CFT SANTO TOMAS;260;51;SEDE VIRTUAL;13101;Santiago;13;Metropolitana de Santiago;23
CFT SANTO TOMAS;260;5;SEDE OVALLE;04301;Ovalle;04;Coquimbo;23
CFT SANTO TOMAS;260;8;SEDE CURICO;07301;Curicó;07;Maule;23
CFT MASSACHUSETTS;273;1;CASA CENTRAL (TALCA);07101;Talca;07;Maule;2
CFT MASSACHUSETTS;273;3;SEDE LINARES;07401;Linares;07;Maule;2
CFT LOS LAGOS;280;10;SEDE TALCA;07101;Talca;07;Maule;9
CFT LOS LAGOS;280;12;SEDE LOS ANGELES;08301;Los Angeles;08;Biobío;9
CFT LOS LAGOS;280;13;SEDE TEMUCO;09101;Temuco;09;La Araucanía;9
CFT LOS LAGOS;280;14;SEDE VALDIVIA;14101;Valdivia;14;Los Ríos;9
CFT LOS LAGOS;280;15;SEDE COYHAIQUE;11101;Coyhaique;11;Aysén del General Carlos Ibáñez del Campo;9
CFT LOS LAGOS;280;1;SEDE SAN ANTONIO;05601;San Antonio;05;Valparaíso;9
CFT LOS LAGOS;280;5;SEDE QUILLOTA;05501;Quillota;05;Valparaíso;9
CFT LOS LAGOS;280;8;SEDE RANCAGUA;06101;Rancagua;06;Libertador General Bernardo O'Higgins;9
CFT LOS LAGOS;280;9;SEDE SAN FERNANDO;06301;San Fernando;06;Libertador General Bernardo O'Higgins;9
CFT CENCO;312;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;1
CFT PRODATA;319;8;SEDE VIÑA DEL MAR;05109;Viña del Mar;05;Valparaíso;1
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;12;SEDE PUERTO SAAVEDRA;09116;Saavedra;09;La Araucanía;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;14;SEDE FUTRONO;14202;Futrono;14;Los Ríos;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;21;SEDE LANCO;14103;Lanco;14;Los Ríos;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;23;SEDE LONCOCHE;09109;Loncoche;09;La Araucanía;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;27;SEDE PUCON;09115;Pucón;09;La Araucanía;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;5;SEDE VILCUN;09119;Vilcún;09;La Araucanía;8
CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON;328;8;SEDE VILLARRICA;09120;Villarrica;09;La Araucanía;8
CFT IPROSEC;331;1;CASA CENTRAL (OSORNO);10301;Osorno;10;Los Lagos;1
CFT SAN AGUSTIN;367;1;CASA CENTRAL (TALCA);07101;Talca;07;Maule;4
CFT SAN AGUSTIN;367;2;SEDE CAUQUENES;07201;Cauquenes;07;Maule;4
CFT SAN AGUSTIN;367;3;SEDE LINARES;07401;Linares;07;Maule;4
CFT SAN AGUSTIN;367;4;SEDE CURICO;07301;Curicó;07;Maule;4
CFT ICEL;374;1;CASA CENTRAL;13101;Santiago;13;Metropolitana de Santiago;2
CFT ICEL;374;4;SEDE ALAMEDA;13101;Santiago;13;Metropolitana de Santiago;2
CFT ALPES;382;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;1
CFT EDUCAP;398;1;CASA CENTRAL (QUILLOTA);05501;Quillota;05;Valparaíso;1
CFT ESCUELA DE COMERCIO;426;1;CASA CENTRAL (SANTIAGO);13101;Santiago;13;Metropolitana de Santiago;1
CFT LAPLACE;427;2;SEDE LOS ANDES;05301;Los Andes;05;Valparaíso;2
CFT LAPLACE;427;4;SEDE COLINA;13301;Colina;13;Metropolitana de Santiago;2
CFT INACAP;430;10;SEDE RENCA;13128;Renca;13;Metropolitana de Santiago;29
CFT INACAP;430;12;SEDE MAIPU;13119;Maipú;13;Metropolitana de Santiago;29
CFT INACAP;430;14;SEDE APOQUINDO;13114;Las Condes;13;Metropolitana de Santiago;29
CFT INACAP;430;15;SEDE SANTIAGO CENTRO;13101;Santiago;13;Metropolitana de Santiago;29
CFT INACAP;430;16;SEDE RANCAGUA;06101;Rancagua;06;Libertador General Bernardo O'Higgins;29
CFT INACAP;430;1;SEDE ANTOFAGASTA;02101;Antofagasta;02;Antofagasta;29
CFT INACAP;430;20;SEDE VALDIVIA;14101;Valdivia;14;Los Ríos;29
CFT INACAP;430;21;SEDE PUNTA ARENAS;12101;Punta Arenas;12;Magallanes y de la Antártica Chilena;29
CFT INACAP;430;22;SEDE CHILLAN;16101;Chillán;16;Ñuble;29
CFT INACAP;430;23;SEDE PUERTO MONTT;10101;Puerto Montt;10;Los Lagos;29
CFT INACAP;430;24;SEDE COYHAIQUE;11101;Coyhaique;11;Aysén del General Carlos Ibáñez del Campo;29
