tipo;id;nombre_institucion;tipo_institucion_i;tipo_institucion_ii;tipo_institucion_iii;año;variable;valor
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;210
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;319
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;529
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;43209523809523800
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;45717868338558000
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;447221172022684
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;34
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;96
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;53
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;23
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;4
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;36
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;124
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;99
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;46
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;14
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;276
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;144
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;109
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;80
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;379
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;1
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;58
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;8
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;1
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;1
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;1
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);529
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nacionalidad;483
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nacionalidad;46
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;13837088846880900
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;156931904761905
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;12615203761755500
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por rango de horas contratadas;334
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por rango de horas contratadas;88
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por rango de horas contratadas;27
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por rango de horas contratadas;80
Total;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por rango de horas contratadas;NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;210
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;319
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;529
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;43209523809523800
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;45717868338558000
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;447221172022684
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;34
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;96
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;53
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;23
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;4
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;36
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;124
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;99
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;46
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;14
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;276
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;144
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;109
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;80
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;379
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;1
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;58
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;8
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;1
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;1
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;1
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);529
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nacionalidad;483
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nacionalidad;46
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;13837088846880900
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;156931904761905
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;12615203761755500
JCE;1;UNIVERSIDAD GABRIELA MISTRAL;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;334
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;583
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;661
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;1244
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;42665523156089200
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;45906202723146696
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;44387459807074000
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;133
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;223
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;141
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;70
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;16
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;124
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;196
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;186
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;102
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;53
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;903
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;245
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;96
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;219
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;547
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;182
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;255
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;39
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;2
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);1244
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nacionalidad;1152
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nacionalidad;92
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;18520860128617300
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;191734133790737
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;179453101361573
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por rango de horas contratadas;604
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por rango de horas contratadas;163
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por rango de horas contratadas;249
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por rango de horas contratadas;228
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por rango de horas contratadas;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;583
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;661
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por insitución;1244
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;42665523156089200
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;45906202723146696
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de edad de los acádemicos;44387459807074000
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;133
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;223
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;141
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;70
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;16
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Rango de Edad de académicos;NA
