tipo;id;nombre_institucion;tipo_institucion_i;tipo_institucion_ii;tipo_institucion_iii;año;variable;valor
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);99
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nacionalidad;98
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nacionalidad;1
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;109494949494949
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;118571428571429
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;10280701754386
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por rango de horas contratadas;74
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por rango de horas contratadas;13
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por rango de horas contratadas;2
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por rango de horas contratadas;10
Total;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por rango de horas contratadas;NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por insitución;42
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por insitución;57
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por insitución;99
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de edad de los acádemicos;415
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de edad de los acádemicos;43421052631578896
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de edad de los acádemicos;42606060606060600
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;10
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;19
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;10
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;1
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;2
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;15
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;18
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;10
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;13
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;1
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;79
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;14
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;6
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;20
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;72
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;4
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;3
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);99
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nacionalidad;98
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nacionalidad;1
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;109494949494949
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;118571428571429
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;10280701754386
JCE;913;CFT DE LA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;74
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por insitución;62
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por insitución;74
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por insitución;136
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de edad de los acádemicos;36048387096774200
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de edad de los acádemicos;38891891891891904
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Promedio de edad de los acádemicos;37595588235294096
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;34
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;17
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;7
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;4
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Rango de Edad de académicos;NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;28
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;27
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;13
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;5
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;1
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;...19;NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;124
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;8
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;4
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;2
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;125
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;2
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;6
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;1
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por nivel de formación;NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);136
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;914;CFT DE LA REGION DEL MAULE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica Estatales;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
