tipo;codigo_ies;nombre_ies;tipo_institucion_i;tipo_institucion_ii;tipo_institucion_iii;año;variable;subvariable;valor
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Entre 35 y 44;5,10000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Entre 45 y 54;4,13000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Entre 55 64;2,18000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Entre 65 y mas;5,50000000000000e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Sin información;NA
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Menos de 35;5,00000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Entre 35 y 44;9,40000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Entre 45 y 54;7,59000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Entre 55 y 64;4,98000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Entre 65 y más;1,94000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Sin información;NA
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 1 institución;3,76000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 2 instituciones;3,02400000000000e+03
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 3 o más instituciones;1,05900000000000e+03
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Doctor;4,00000000000000e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Magister;1,23600000000000e+03
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Especialidad médica u odontológica;NA
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Título Profesional;2,45200000000000e+03
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Licenciatura;1,87000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Técnico de Nivel Superior;4,76000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Técnico de Nivel Medio;9,00000000000000e+00
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Licencia de Enseñanza Media;1,50000000000000e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Sin Título ni grado académico;NA
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Sin información;4,40000000000000e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Arica y Parinacota;1,18000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Tarapacá;1,48000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Antofagasta;2,66000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Atacáma;1,11000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Coquimbo;1,95000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Valparaíso;1,99000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región Metropolitana;1,45000000000000e+03
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de O'Higgins;2,05000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Maule;2,99000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Ñuble;2,31000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Bíobío;4,02000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de la Araucanía;2,18000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Ríos;1,53000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Lagos;2,51000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;7,50000000000000e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Antártica;1,38000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nacionalidad;Chileno;4,35000000000000e+03
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nacionalidad;Extranjero;1,09000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio general de la institución;1,22032194493022e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Mujeres;1,38392401603499e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Hombres;1,13158861822934e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por rango de horas contratadas;Menos de 11;2,16700000000000e+03
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por rango de horas contratadas;Entre 11 y menos de 23;1,94700000000000e+03
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por rango de horas contratadas;Entre 23 y menos de 39;3,17000000000000e+02
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por rango de horas contratadas;Entre 39 y más;2,80000000000000e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por rango de horas contratadas;Sin información;NA
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por Institución;Total Mujeres;4,93180194805195e+02
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por Institución;Total Hombres;7,43505158022957e+02
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por Institución;Total General;1,23668535282815e+03
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Mujer;4,33230262772422e+01
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Hombre;4,53881546797535e+01
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de Edad ponderado por JCE;Promedio de Edad por Institución;4,45645980446575e+01
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Menos de 35;1,17310454545455e+02
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Entre 35 y 44;1,65747272727273e+02
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Entre 45 y 54;1,26157467532468e+02
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Entre 55 y 64;6,80095454545455e+01
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Entre 65 y mas;1,59554545454545e+01
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Sin información;NA
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad hombre;Menos de 35;1,28644772727273e+02
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad hombre;Entre 35 y 44;2,51545909090909e+02
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad hombre;Entre 45 y 54;1,98411938325991e+02
JCE;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad hombre;Entre 55 y 64;1,21443636363636e+02
